# 韩国人名用汉字
# https://github.com/rutopio/Korean-Name-Hanja-Charset
# 由于发音等不同，汉字（hanja）存在重复。
# 
# hanja	unicode	hangul	consonant

磏	U+78CF	렴	ㄹ
磏	U+78CF	염	ㅇ
磐	U+78D0	반	ㅂ
磑	U+78D1	애	ㅇ
磔	U+78D4	책	ㅊ
磕	U+78D5	개	ㄱ
磚	U+78DA	전	ㅈ
磤	U+78E4	은	ㅇ
磧	U+78E7	적	ㅈ
磨	U+78E8	마	ㅁ
磪	U+78EA	최	ㅊ
磬	U+78EC	경	ㄱ
磯	U+78EF	기	ㄱ
磴	U+78F4	등	ㄷ
磵	U+78F5	간	ㄱ
磶	U+78F6	석	ㅅ
磷	U+78F7	린	ㄹ
磷	U+78F7	인	ㅇ
磺	U+78FA	광	ㄱ
磻	U+78FB	반	ㅂ
磻	U+78FB	번	ㅂ
磼	U+78FC	잡	ㅈ
磽	U+78FD	교	ㄱ
礁	U+7901	초	ㅊ
礌	U+790C	뇌	ㄴ
礌	U+790C	뢰	ㄹ
礎	U+790E	초	ㅊ
礏	U+790F	급	ㄱ
礑	U+7911	당	ㄷ
礒	U+7912	의	ㅇ
礖	U+7916	여	ㅇ
礙	U+7919	애	ㅇ
礦	U+7926	광	ㄱ
礧	U+7927	뇌	ㄴ
礧	U+7927	뢰	ㄹ
礪	U+792A	려	ㄹ
礪	U+792A	여	ㅇ
礫	U+792B	력	ㄹ
礫	U+792B	역	ㅇ
礬	U+792C	반	ㅂ
礭	U+792D	확	ㅎ
礱	U+7931	농	ㄴ
礱	U+7931	롱	ㄹ
示	U+793A	시	ㅅ
礼	U+793C	례	ㄹ
礼	U+793C	예	ㅇ
社	U+793E	사	ㅅ
祀	U+7940	사	ㅅ
祁	U+7941	기	ㄱ
祄	U+7944	해	ㅎ
祅	U+7945	요	ㅇ
祆	U+7946	천	ㅊ
祇	U+7947	기	ㄱ
祈	U+7948	기	ㄱ
祉	U+7949	지	ㅈ
祊	U+794A	팽	ㅍ
祏	U+794F	석	ㅅ
祐	U+7950	우	ㅇ
祒	U+7952	초	ㅊ
祓	U+7953	불	ㅂ
祔	U+7954	부	ㅂ
祕	U+7955	비	ㅂ
祖	U+7956	조	ㅈ
祗	U+7957	지	ㅈ
祘	U+7958	산	ㅅ
祚	U+795A	조	ㅈ
祛	U+795B	거	ㄱ
祜	U+795C	호	ㅎ
祝	U+795D	축	ㅊ
神	U+795E	신	ㅅ
祟	U+795F	수	ㅅ
祠	U+7960	사	ㅅ
祢	U+7962	니	ㄴ
祢	U+7962	이	ㅇ
祤	U+7964	우	ㅇ
祥	U+7965	상	ㅅ
祧	U+7967	조	ㅈ
票	U+7968	표	ㅍ
祭	U+796D	제	ㅈ
祭	U+796D	채	ㅊ
祹	U+7979	도	ㄷ
祺	U+797A	기	ㄱ
祼	U+797C	관	ㄱ
祿	U+797F	녹	ㄴ
祿	U+797F	록	ㄹ
禁	U+7981	금	ㄱ
禊	U+798A	계	ㄱ
禋	U+798B	인	ㅇ
禍	U+798D	화	ㅎ
禎	U+798E	정	ㅈ
福	U+798F	복	ㅂ
禑	U+7991	우	ㅇ
禔	U+7994	시	ㅅ
禔	U+7994	제	ㅈ
禔	U+7994	지	ㅈ
禕	U+7995	의	ㅇ
禛	U+799B	진	ㅈ
禜	U+799C	영	ㅇ
禝	U+799D	직	ㅈ
禠	U+79A0	사	ㅅ
禥	U+79A5	기	ㄱ
禦	U+79A6	어	ㅇ
禧	U+79A7	희	ㅎ
禨	U+79A8	기	ㄱ
禪	U+79AA	선	ㅅ
禫	U+79AB	담	ㄷ
禮	U+79AE	례	ㄹ
禮	U+79AE	예	ㅇ
禰	U+79B0	니	ㄴ
禰	U+79B0	이	ㅇ
禱	U+79B1	도	ㄷ
禳	U+79B3	양	ㅇ
禴	U+79B4	약	ㅇ
禹	U+79B9	우	ㅇ
禺	U+79BA	옹	ㅇ
离	U+79BB	리	ㄹ
离	U+79BB	이	ㅇ
禼	U+79BC	설	ㅅ
禽	U+79BD	금	ㄱ
禾	U+79BE	화	ㅎ
禿	U+79BF	독	ㄷ
秀	U+79C0	수	ㅅ
私	U+79C1	사	ㅅ
秄	U+79C4	자	ㅈ
秆	U+79C6	간	ㄱ
秈	U+79C8	선	ㅅ
秉	U+79C9	병	ㅂ
秊	U+79CA	년	ㄴ
秊	U+79CA	연	ㅇ
秋	U+79CB	추	ㅊ
秎	U+79CE	분	ㅂ
科	U+79D1	과	ㄱ
秒	U+79D2	초	ㅊ
秕	U+79D5	비	ㅂ
秖	U+79D6	지	ㅈ
秘	U+79D8	비	ㅂ
秞	U+79DE	유	ㅇ
租	U+79DF	조	ㅈ
秢	U+79E2	령	ㄹ
秣	U+79E3	말	ㅁ
秤	U+79E4	칭	ㅊ
秦	U+79E6	진	ㅈ
秧	U+79E7	앙	ㅇ
秩	U+79E9	질	ㅈ
秪	U+79EA	지	ㅈ
秫	U+79EB	출	ㅊ
秬	U+79EC	거	ㄱ
秱	U+79F1	동	ㄷ
秵	U+79F5	인	ㅇ
秸	U+79F8	갈	ㄱ
移	U+79FB	이	ㅇ
稀	U+7A00	희	ㅎ
稁	U+7A01	고	ㄱ
稂	U+7A02	낭	ㄴ
稂	U+7A02	랑	ㄹ
稅	U+7A05	세	ㅅ
稈	U+7A08	간	ㄱ
稊	U+7A0A	제	ㅈ
程	U+7A0B	정	ㅈ
稌	U+7A0C	도	ㄷ
稍	U+7A0D	초	ㅊ
稔	U+7A14	임	ㅇ
稕	U+7A15	준	ㅈ
稗	U+7A17	패	ㅍ
稘	U+7A18	기	ㄱ
稙	U+7A19	직	ㅈ
稚	U+7A1A	치	ㅊ
稜	U+7A1C	능	ㄴ
稜	U+7A1C	릉	ㄹ
稞	U+7A1E	과	ㄱ
稟	U+7A1F	품	ㅍ
稠	U+7A20	조	ㅈ
稢	U+7A22	욱	ㅇ
稤	U+7A24	숙	ㅅ
稧	U+7A27	설	ㅅ
稬	U+7A2C	나	ㄴ
種	U+7A2E	종	ㅈ
稰	U+7A30	서	ㅅ
稱	U+7A31	칭	ㅊ
稳	U+7A33	온	ㅇ
稶	U+7A36	욱	ㅇ
稷	U+7A37	직	ㅈ
稹	U+7A39	진	ㅈ
稻	U+7A3B	도	ㄷ
稼	U+7A3C	가	ㄱ
稿	U+7A3F	고	ㄱ
穀	U+7A40	곡	ㄱ
穂	U+7A42	수	ㅅ
穅	U+7A45	강	ㄱ
穆	U+7A46	목	ㅁ
穉	U+7A49	치	ㅊ
穌	U+7A4C	소	ㅅ
積	U+7A4D	적	ㅈ
穎	U+7A4E	영	ㅇ
穏	U+7A4F	온	ㅇ
穗	U+7A57	수	ㅅ
穚	U+7A5A	교	ㄱ
穠	U+7A60	농	ㄴ
穡	U+7A61	색	ㅅ
穢	U+7A62	예	ㅇ
穦	U+7A66	빈	ㅂ
穩	U+7A69	온	ㅇ
穫	U+7A6B	확	ㅎ
穰	U+7A70	양	ㅇ
穳	U+7A73	찬	ㅊ
穴	U+7A74	혈	ㅎ
穵	U+7A75	알	ㅇ
究	U+7A76	구	ㄱ
穹	U+7A79	궁	ㄱ
空	U+7A7A	공	ㄱ
穻	U+7A7B	우	ㅇ
穽	U+7A7D	정	ㅈ
穾	U+7A7E	요	ㅇ
穿	U+7A7F	천	ㅊ
窀	U+7A80	둔	ㄷ
突	U+7A81	돌	ㄷ
窂	U+7A82	노	ㄴ
窂	U+7A82	로	ㄹ
窄	U+7A84	착	ㅊ
窅	U+7A85	요	ㅇ
窆	U+7A86	폄	ㅍ
窈	U+7A88	요	ㅇ
窊	U+7A8A	와	ㅇ
窒	U+7A92	질	ㅈ
窓	U+7A93	창	ㅊ
窕	U+7A95	조	ㅈ
窖	U+7A96	교	ㄱ
窗	U+7A97	창	ㅊ
窘	U+7A98	군	ㄱ
窙	U+7A99	효	ㅎ
窚	U+7A9A	성	ㅅ
窟	U+7A9F	굴	ㄱ
窠	U+7AA0	과	ㄱ
窣	U+7AA3	솔	ㅅ
窩	U+7AA9	와	ㅇ
窪	U+7AAA	와	ㅇ
窬	U+7AAC	유	ㅇ
窮	U+7AAE	궁	ㄱ
窯	U+7AAF	요	ㅇ
窳	U+7AB3	유	ㅇ
窶	U+7AB6	구	ㄱ
窹	U+7AB9	오	ㅇ
窺	U+7ABA	규	ㄱ
窾	U+7ABE	관	ㄱ
窿	U+7ABF	륭	ㄹ
窿	U+7ABF	융	ㅇ
竄	U+7AC4	찬	ㅊ
竅	U+7AC5	규	ㄱ
竇	U+7AC7	두	ㄷ
竈	U+7AC8	조	ㅈ
竊	U+7ACA	절	ㅈ
立	U+7ACB	립	ㄹ
立	U+7ACB	입	ㅇ
竌	U+7ACC	처	ㅊ
竑	U+7AD1	횡	ㅎ
竗	U+7AD7	묘	ㅁ
竘	U+7AD8	구	ㄱ
站	U+7AD9	참	ㅊ
竜	U+7ADC	룡	ㄹ
竜	U+7ADC	용	ㅇ
竝	U+7ADD	병	ㅂ
竟	U+7ADF	경	ㄱ
章	U+7AE0	장	ㅈ
竢	U+7AE2	사	ㅅ
竣	U+7AE3	준	ㅈ
童	U+7AE5	동	ㄷ
竦	U+7AE6	송	ㅅ
竪	U+7AEA	수	ㅅ
竫	U+7AEB	정	ㅈ
竭	U+7AED	갈	ㄱ
端	U+7AEF	단	ㄷ
竱	U+7AF1	단	
竱	U+7AF1	전	
竴	U+7AF4	준	ㅈ
競	U+7AF6	경	ㄱ
竸	U+7AF8	경	ㄱ
竹	U+7AF9	죽	ㅈ
竺	U+7AFA	축	ㅊ
竽	U+7AFD	우	ㅇ
竿	U+7AFF	간	ㄱ
笆	U+7B06	파	ㅍ
笈	U+7B08	급	ㄱ
笊	U+7B0A	조	ㅈ
笋	U+7B0B	순	ㅅ
笌	U+7B0C	아	ㅇ
笎	U+7B0E	원	ㅇ
笏	U+7B0F	홀	ㅎ
笑	U+7B11	소	ㅅ
笒	U+7B12	금	ㄱ
笘	U+7B18	점	ㅈ
笙	U+7B19	생	ㅅ
笛	U+7B1B	적	ㅈ
笞	U+7B1E	태	ㅌ
笠	U+7B20	립	ㄹ
笠	U+7B20	입	ㅇ
笥	U+7B25	사	ㅅ
符	U+7B26	부	ㅂ
笧	U+7B27	책	ㅊ
笨	U+7B28	분	ㅂ
第	U+7B2C	제	ㅈ
笭	U+7B2D	령	ㄹ
笭	U+7B2D	영	ㅇ
笯	U+7B2F	노	ㄴ
笳	U+7B33	가	ㄱ
笵	U+7B35	범	ㅂ
笹	U+7B39	세	ㅅ
筅	U+7B45	선	ㅅ
筆	U+7B46	필	ㅍ
筈	U+7B48	괄	ㄱ
等	U+7B49	등	ㄷ
筋	U+7B4B	근	ㄱ
筌	U+7B4C	전	ㅈ
筍	U+7B4D	순	ㅅ
筏	U+7B4F	벌	ㅂ
筐	U+7B50	광	ㄱ
筑	U+7B51	축	ㅊ
筒	U+7B52	통	ㅌ
答	U+7B54	답	ㄷ
策	U+7B56	책	ㅊ
筟	U+7B5F	부	ㅂ
筠	U+7B60	균	ㄱ
筥	U+7B65	거	ㄱ
筦	U+7B66	관	ㄱ
筧	U+7B67	견	ㄱ
筩	U+7B69	통	ㅌ
筬	U+7B6C	성	ㅅ
筮	U+7B6E	서	ㅅ
筱	U+7B71	소	ㅅ
筳	U+7B73	정	ㅈ
筵	U+7B75	연	ㅇ
筽	U+7B7D	오	ㅇ
箇	U+7B87	개	ㄱ
箋	U+7B8B	전	ㅈ
箍	U+7B8D	고	ㄱ
箏	U+7B8F	쟁	ㅈ
箔	U+7B94	박	ㅂ
箕	U+7B95	기	ㄱ
算	U+7B97	산	ㅅ
箙	U+7B99	복	ㅂ
箚	U+7B9A	차	ㅊ
箜	U+7B9C	공	ㄱ
箝	U+7B9D	겸	ㄱ
箠	U+7BA0	추	ㅊ
管	U+7BA1	관	ㄱ
箭	U+7BAD	전	ㅈ
箱	U+7BB1	상	ㅅ
箴	U+7BB4	잠	ㅈ
箸	U+7BB8	저	ㅈ
箾	U+7BBE	소	ㅅ
節	U+7BC0	절	ㅈ
篁	U+7BC1	황	ㅎ
範	U+7BC4	범	ㅂ
篆	U+7BC6	전	ㅈ
篇	U+7BC7	편	ㅍ
築	U+7BC9	축	ㅊ
篊	U+7BCA	홍	ㅎ
篋	U+7BCB	협	ㅎ
篌	U+7BCC	후	ㅎ
篒	U+7BD2	식	ㅅ
篔	U+7BD4	운	ㅇ
篙	U+7BD9	고	ㄱ
篛	U+7BDB	약	ㅇ
篝	U+7BDD	구	ㄱ
篠	U+7BE0	소	ㅅ
篡	U+7BE1	찬	ㅊ
篤	U+7BE4	독	ㄷ
篦	U+7BE6	비	ㅂ
篩	U+7BE9	사	ㅅ
篪	U+7BEA	지	ㅈ
篳	U+7BF3	필	ㅍ
篷	U+7BF7	봉	ㅂ
篾	U+7BFE	멸	ㅁ
簀	U+7C00	책	ㅊ
簅	U+7C05	산	ㅅ
簇	U+7C07	족	ㅈ
簉	U+7C09	추	ㅊ
簊	U+7C0A	기	ㄱ
簋	U+7C0B	궤	ㄱ
簏	U+7C0F	녹	ㄴ
簏	U+7C0F	록	ㄹ
簒	U+7C12	찬	ㅊ
簞	U+7C1E	단	ㄷ
簟	U+7C1F	점	ㅈ
簠	U+7C20	보	ㅂ
簡	U+7C21	간	ㄱ
簧	U+7C27	황	ㅎ
簪	U+7C2A	잠	ㅈ
簫	U+7C2B	소	ㅅ
簷	U+7C37	첨	ㅊ
簸	U+7C38	파	ㅍ
簽	U+7C3D	첨	ㅊ
簾	U+7C3E	렴	ㄹ
簾	U+7C3E	염	ㅇ
簿	U+7C3F	부	ㅂ
籃	U+7C43	남	ㄴ
籃	U+7C43	람	ㄹ
籌	U+7C4C	주	ㅈ
籍	U+7C4D	적	ㅈ
籐	U+7C50	등	ㄷ
籒	U+7C52	주	ㅈ
籔	U+7C54	수	ㅅ
籛	U+7C5B	전	ㅈ
籜	U+7C5C	탁	ㅌ
籟	U+7C5F	뇌	ㄴ
籟	U+7C5F	뢰	ㄹ
籠	U+7C60	농	ㄴ
籠	U+7C60	롱	ㄹ
籣	U+7C63	란	ㄹ
籤	U+7C64	첨	ㅊ
籥	U+7C65	약	ㅇ
籧	U+7C67	거	ㄱ
籩	U+7C69	변	ㅂ
籬	U+7C6C	리	ㄹ
籬	U+7C6C	이	ㅇ
籲	U+7C72	유	ㅇ
米	U+7C73	미	ㅁ
籽	U+7C7D	자	ㅈ
粃	U+7C83	비	ㅂ
粉	U+7C89	분	ㅂ
粒	U+7C92	립	ㄹ
粒	U+7C92	입	ㅇ
粕	U+7C95	박	ㅂ
粗	U+7C97	조	ㅈ
粘	U+7C98	점	ㅈ
粙	U+7C99	주	ㅈ
粟	U+7C9F	속	ㅅ
粢	U+7CA2	자	ㅈ
粤	U+7CA4	월	ㅇ
粥	U+7CA5	죽	ㅈ
粦	U+7CA6	린	ㄹ
粦	U+7CA6	인	ㅇ
粧	U+7CA7	장	ㅈ
粮	U+7CAE	량	ㄹ
粮	U+7CAE	양	ㅇ
粱	U+7CB1	량	ㄹ
粱	U+7CB1	양	ㅇ
粲	U+7CB2	찬	ㅊ
粳	U+7CB3	갱	ㄱ
粹	U+7CB9	수	ㅅ
粼	U+7CBC	린	ㄹ
粼	U+7CBC	인	ㅇ
精	U+7CBE	정	ㅈ
糅	U+7CC5	뉴	ㄴ
糅	U+7CC5	유	ㅇ
糊	U+7CCA	호	ㅎ
糕	U+7CD5	고	ㄱ
糖	U+7CD6	당	ㄷ
糖	U+7CD6	탕	ㅌ
糗	U+7CD7	구	ㄱ
糙	U+7CD9	조	ㅈ
糚	U+7CDA	장	ㅈ
糜	U+7CDC	미	ㅁ
糝	U+7CDD	삼	ㅅ
糞	U+7CDE	분	ㅂ
糟	U+7CDF	조	ㅈ
糠	U+7CE0	강	ㄱ
糧	U+7CE7	량	ㄹ
糧	U+7CE7	양	ㅇ
糯	U+7CEF	나	ㄴ
糱	U+7CF1	얼	ㅇ
糲	U+7CF2	려	ㄹ
糲	U+7CF2	여	ㅇ
糴	U+7CF4	적	ㅈ
糵	U+7CF5	얼	ㅇ
糶	U+7CF6	조	ㅈ
糸	U+7CF8	사	ㅅ
糺	U+7CFA	규	ㄱ
系	U+7CFB	계	ㄱ
糾	U+7CFE	규	ㄱ
紀	U+7D00	기	ㄱ
紂	U+7D02	주	ㅈ
紃	U+7D03	순	ㅅ
約	U+7D04	약	ㅇ
約	U+7D04	요	ㅇ
紅	U+7D05	홍	ㅎ
紆	U+7D06	우	ㅇ
紇	U+7D07	흘	ㅎ
紈	U+7D08	환	ㅎ
紊	U+7D0A	문	ㅁ
紋	U+7D0B	문	ㅁ
納	U+7D0D	납	ㄴ
紏	U+7D0F	두	ㄷ
紐	U+7D10	뉴	ㄴ
紐	U+7D10	유	ㅇ
紓	U+7D13	서	ㅅ
純	U+7D14	순	ㅅ
純	U+7D14	준	ㅈ
紕	U+7D15	비	ㅂ
紗	U+7D17	사	ㅅ
紘	U+7D18	굉	ㄱ
紙	U+7D19	지	ㅈ
級	U+7D1A	급	ㄱ
紛	U+7D1B	분	ㅂ
紜	U+7D1C	운	ㅇ
紝	U+7D1D	임	ㅇ
素	U+7D20	소	ㅅ
紡	U+7D21	방	ㅂ
索	U+7D22	삭	ㅅ
索	U+7D22	색	ㅅ
紫	U+7D2B	자	ㅈ
紬	U+7D2C	주	ㅈ
紮	U+7D2E	찰	ㅊ
累	U+7D2F	누	ㄴ
累	U+7D2F	루	ㄹ
細	U+7D30	세	ㅅ
紱	U+7D31	불	ㅂ
紲	U+7D32	설	ㅅ
紳	U+7D33	신	ㅅ
紵	U+7D35	저	ㅈ
紸	U+7D38	주	ㅈ
紹	U+7D39	소	ㅅ
紺	U+7D3A	감	ㄱ
紾	U+7D3E	진	ㅈ
絁	U+7D41	시	ㅅ
終	U+7D42	종	ㅈ
絃	U+7D43	현	ㅎ
組	U+7D44	조	ㅈ
絅	U+7D45	경	ㄱ
絆	U+7D46	반	ㅂ
絉	U+7D49	술	ㅅ
絍	U+7D4D	임	ㅇ
結	U+7D50	결	ㄱ
絑	U+7D51	주	ㅈ
絓	U+7D53	괘	ㄱ
絕	U+7D55	절	ㅈ
絖	U+7D56	광	ㄱ
絙	U+7D59	환	ㅎ
絛	U+7D5B	조	ㅈ
絜	U+7D5C	혈	ㅎ
絞	U+7D5E	교	ㄱ
絡	U+7D61	낙	ㄴ
絡	U+7D61	락	ㄹ
絢	U+7D62	현	ㅎ
絣	U+7D63	병	ㅂ
給	U+7D66	급	ㄱ
絧	U+7D67	동	ㄷ
絨	U+7D68	융	ㅇ
絩	U+7D69	조	ㅈ
絪	U+7D6A	인	ㅇ
絮	U+7D6E	서	ㅅ
絯	U+7D6F	해	ㅎ
絰	U+7D70	질	ㅈ
統	U+7D71	통	ㅌ
絲	U+7D72	사	ㅅ
絳	U+7D73	강	ㄱ
絵	U+7D75	회	ㅎ
絶	U+7D76	절	ㅈ
絹	U+7D79	견	ㄱ
絺	U+7D7A	치	ㅊ
絿	U+7D7F	구	ㄱ
綃	U+7D83	초	ㅊ
綆	U+7D86	경	ㄱ
綉	U+7D89	수	ㅅ
綎	U+7D8E	정	ㅈ
綏	U+7D8F	수	ㅅ
經	U+7D93	경	ㄱ
綘	U+7D98	봉	ㅂ
綜	U+7D9C	종	ㅈ
綠	U+7DA0	녹	ㄴ
綠	U+7DA0	록	ㄹ
綢	U+7DA2	주	ㅈ
綣	U+7DA3	권	ㄱ
綥	U+7DA5	기	ㄱ
綦	U+7DA6	기	ㄱ
綧	U+7DA7	준	ㅈ
綫	U+7DAB	선	ㅅ
綬	U+7DAC	수	ㅅ
維	U+7DAD	유	ㅇ
綮	U+7DAE	계	ㄱ
綰	U+7DB0	관	ㄱ
綱	U+7DB1	강	ㄱ
網	U+7DB2	망	ㅁ
綴	U+7DB4	철	ㅊ
綵	U+7DB5	채	ㅊ
綸	U+7DB8	륜	ㄹ
綸	U+7DB8	윤	ㅇ
綺	U+7DBA	기	ㄱ
綻	U+7DBB	탄	ㅌ
綽	U+7DBD	작	ㅈ
綾	U+7DBE	능	ㄴ
綾	U+7DBE	릉	ㄹ
綿	U+7DBF	면	ㅁ
緂	U+7DC2	담	ㄷ
緄	U+7DC4	곤	ㄱ
緆	U+7DC6	석	ㅅ
緇	U+7DC7	치	ㅊ
緊	U+7DCA	긴	ㄱ
緋	U+7DCB	비	ㅂ
緌	U+7DCC	유	ㅇ
緍	U+7DCD	민	ㅁ
総	U+7DCF	총	ㅊ
緖	U+7DD6	서	ㅅ
緗	U+7DD7	상	ㅅ
緘	U+7DD8	함	ㅎ
線	U+7DDA	선	ㅅ
緜	U+7DDC	면	ㅁ
緝	U+7DDD	집	ㅈ
緞	U+7DDE	단	ㄷ
緟	U+7DDF	중	ㅈ
締	U+7DE0	체	ㅊ
緡	U+7DE1	민	ㅁ
緣	U+7DE3	연	ㅇ
緦	U+7DE6	시	ㅅ
編	U+7DE8	편	ㅍ
緩	U+7DE9	완	ㅇ
緬	U+7DEC	면	ㅁ
緯	U+7DEF	위	ㅇ
練	U+7DF4	련	ㄹ
練	U+7DF4	연	ㅇ
緶	U+7DF6	편	ㅍ
緹	U+7DF9	제	ㅈ
緻	U+7DFB	치	ㅊ
縃	U+7E03	서	ㅅ
縇	U+7E07	선	ㅅ
縈	U+7E08	영	ㅇ
縉	U+7E09	진	ㅈ
縊	U+7E0A	액	ㅇ
縋	U+7E0B	추	ㅊ
縐	U+7E10	추	ㅊ
縑	U+7E11	겸	ㄱ
縕	U+7E15	온	ㅇ
縗	U+7E17	최	ㅊ
縘	U+7E18	계	ㄱ
縛	U+7E1B	박	ㅂ
縝	U+7E1D	진	ㅈ
縞	U+7E1E	호	ㅎ
縟	U+7E1F	욕	ㅇ
縠	U+7E20	곡	ㄱ
縡	U+7E21	재	ㅈ
縢	U+7E22	등	ㄷ
縣	U+7E23	현	ㅎ
縤	U+7E24	소	ㅅ
縫	U+7E2B	봉	ㅂ
縮	U+7E2E	축	ㅊ
縯	U+7E2F	연	ㅇ
縱	U+7E31	종	ㅈ
縲	U+7E32	류	ㄹ
縲	U+7E32	유	ㅇ
縳	U+7E33	견	ㄱ
縵	U+7E35	만	ㅁ
縷	U+7E37	누	ㄴ
縷	U+7E37	루	ㄹ
縹	U+7E39	표	ㅍ
縻	U+7E3B	미	ㅁ
總	U+7E3D	총	ㅊ
績	U+7E3E	적	ㅈ
繁	U+7E41	번	ㅂ
繃	U+7E43	붕	ㅂ
繄	U+7E44	예	ㅇ
繅	U+7E45	소	ㅅ
繆	U+7E46	무	ㅁ
繇	U+7E47	요	ㅇ
繈	U+7E48	강	ㄱ
繐	U+7E50	세	ㅅ
繒	U+7E52	증	ㅈ
織	U+7E54	직	ㅈ
繕	U+7E55	선	ㅅ
繖	U+7E56	산	ㅅ
繗	U+7E57	린	ㄹ
繗	U+7E57	인	ㅇ
繙	U+7E59	번	ㅂ
繚	U+7E5A	료	ㄹ
繚	U+7E5A	요	ㅇ
繞	U+7E5E	요	ㅇ
繠	U+7E60	예	ㅇ
繡	U+7E61	수	ㅅ
繢	U+7E62	궤	ㄱ
繥	U+7E65	희	ㅎ
繩	U+7E69	승	ㅅ
繪	U+7E6A	회	ㅎ
繫	U+7E6B	계	ㄱ
繭	U+7E6D	견	ㄱ
繯	U+7E6F	현	ㅎ
繰	U+7E70	조	ㅈ
繶	U+7E76	억	ㅇ
繹	U+7E79	역	ㅇ
繻	U+7E7B	수	ㅅ
繼	U+7E7C	계	ㄱ
繽	U+7E7D	빈	ㅂ
繾	U+7E7E	견	ㄱ
纁	U+7E81	훈	ㅎ
纂	U+7E82	찬	ㅊ
纇	U+7E87	뇌	ㄴ
纇	U+7E87	뢰	ㄹ
纈	U+7E88	힐	ㅎ
纊	U+7E8A	광	ㄱ
續	U+7E8C	속	ㅅ
纍	U+7E8D	류	ㄹ
纍	U+7E8D	유	ㅇ
纏	U+7E8F	전	ㅈ
纓	U+7E93	영	ㅇ
纔	U+7E94	재	ㅈ
纖	U+7E96	섬	ㅅ
纘	U+7E98	찬	ㅊ
纙	U+7E99	나	ㄴ
纙	U+7E99	라	ㄹ
纛	U+7E9B	독	ㄷ
纜	U+7E9C	남	ㄴ
纜	U+7E9C	람	ㄹ
缶	U+7F36	부	ㅂ
缸	U+7F38	항	ㅎ
缺	U+7F3A	결	ㄱ
缾	U+7F3E	병	ㅂ
缿	U+7F3F	항	ㅎ
罃	U+7F43	앵	ㅇ
罄	U+7F44	경	ㄱ
罅	U+7F45	하	ㅎ
罇	U+7F47	준	ㅈ
罋	U+7F4B	옹	ㅇ
罌	U+7F4C	앵	ㅇ
罍	U+7F4D	뇌	ㄴ
罍	U+7F4D	뢰	ㄹ
罎	U+7F4E	담	ㄷ
罐	U+7F50	관	ㄱ
罔	U+7F54	망	ㅁ
罕	U+7F55	한	ㅎ
罘	U+7F58	부	ㅂ
罝	U+7F5D	저	ㅈ
罟	U+7F5F	고	ㄱ
罠	U+7F60	민	ㅁ
罡	U+7F61	강	ㄱ
罣	U+7F63	괘	ㄱ
罦	U+7F66	부	ㅂ
罨	U+7F68	엄	ㅇ
罪	U+7F6A	죄	ㅈ
罫	U+7F6B	괘	ㄱ
置	U+7F6E	치	ㅊ
罰	U+7F70	벌	ㅂ
署	U+7F72	서	ㅅ
罵	U+7F75	매	ㅁ
罷	U+7F77	파	ㅍ
罸	U+7F78	벌	ㅂ
罹	U+7F79	리	ㄹ
罹	U+7F79	이	ㅇ
罼	U+7F7C	필	ㅍ
罽	U+7F7D	계	ㄱ
罾	U+7F7E	증	ㅈ
羂	U+7F82	견	ㄱ
羅	U+7F85	나	ㄴ
羅	U+7F85	라	ㄹ
羆	U+7F86	비	ㅂ
羇	U+7F87	기	ㄱ
羈	U+7F88	기	ㄱ
羊	U+7F8A	양	ㅇ
羌	U+7F8C	강	ㄱ
羍	U+7F8D	달	ㄷ
美	U+7F8E	미	ㅁ
羏	U+7F8F	양	ㅇ
羑	U+7F91	유	ㅇ
羔	U+7F94	고	ㄱ
羕	U+7F95	양	ㅇ
羖	U+7F96	고	ㄱ
羘	U+7F98	장	ㅈ
羚	U+7F9A	령	ㄹ
羚	U+7F9A	영	ㅇ
羝	U+7F9D	저	ㅈ
羞	U+7F9E	수	ㅅ
羡	U+7FA1	선	ㅅ
羡	U+7FA1	이	ㅇ
群	U+7FA4	군	ㄱ
羨	U+7FA8	선	ㅅ
義	U+7FA9	의	ㅇ
羫	U+7FAB	강	ㄱ
羯	U+7FAF	갈	ㄱ
羲	U+7FB2	희	ㅎ
羶	U+7FB6	전	ㅈ
羸	U+7FB8	리	ㄹ
羹	U+7FB9	갱	ㄱ
羽	U+7FBD	우	ㅇ
羾	U+7FBE	공	ㄱ
羿	U+7FBF	예	ㅇ
翁	U+7FC1	옹	ㅇ
翅	U+7FC5	시	ㅅ
翉	U+7FC9	분	ㅂ
翊	U+7FCA	익	ㅇ
翌	U+7FCC	익	ㅇ
翎	U+7FCE	령	ㄹ
翎	U+7FCE	영	ㅇ
習	U+7FD2	습	ㅅ
翔	U+7FD4	상	ㅅ
翕	U+7FD5	흡	ㅎ
翖	U+7FD6	흡	ㅎ
翛	U+7FDB	소	ㅅ
翟	U+7FDF	적	ㅈ
翠	U+7FE0	취	ㅊ
翡	U+7FE1	비	ㅂ
翣	U+7FE3	삽	ㅅ
翤	U+7FE4	시	ㅅ
翦	U+7FE6	전	ㅈ
翩	U+7FE9	편	ㅍ
翫	U+7FEB	완	ㅇ
翬	U+7FEC	휘	ㅎ
翮	U+7FEE	핵	ㅎ
翯	U+7FEF	학	ㅎ
翰	U+7FF0	한	ㅎ
翲	U+7FF2	표	ㅍ
翳	U+7FF3	예	ㅇ
翹	U+7FF9	교	ㄱ
